firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber,carrier
name2547,lastname2547,Female,February,16,2000,BS Communications Technology Management,0918 440 6060,Smart
name2548,lastname2548,Male,January,5,1999,BS Management,0927 774 2119,Globe
name2549,lastname2549,Male,April,20,1998,BS Management Engineering,0918 493 6405,Smart
name2550,lastname2550,Male,August,8,1998,BS IT Entrepreneurship,0918 793 5808,Smart
name2551,lastname2551,Female,March,12,1997,BS IT Entrepreneurship,0917 410 8644,Globe
name2552,lastname2552,Male,May,18,1997,BS Legal Management,0917 382 7700,Globe
name2553,lastname2553,Female,July,14,1997,BS Communications Technology Management,0917 554 5621,Globe
name2554,lastname2554,Female,April,25,1999,BS Legal Management,0927 291 5154,Globe
name2555,lastname2555,Male,August,10,1997,BS IT Entrepreneurship,0927 861 4721,Globe
name2556,lastname2556,Female,February,18,1998,BS Legal Management,0927 893 6964,Globe
name2557,lastname2557,Male,July,4,1999,BS Management Engineering,0917 818 6486,Globe
name2558,lastname2558,Male,December,15,1997,BS Legal Management,0927 262 6276,Globe
name2559,lastname2559,Male,August,7,2001,BS Communications Technology Management,0917 419 5167,Globe
name2560,lastname2560,Male,February,3,1998,BS Legal Management,0927 991 4924,Globe
name2561,lastname2561,Female,August,12,2000,BS Management,0917 275 5243,Globe
name2562,lastname2562,Male,May,24,1999,BS Legal Management,0927 754 3697,Globe
name2563,lastname2563,Male,March,16,1997,BS Legal Management,0927 515 1326,Globe
name2564,lastname2564,Female,October,22,1998,BS Management,0927 190 7709,Globe
name2565,lastname2565,Male,January,6,1997,BS Communications Technology Management,0927 914 3489,Globe
name2566,lastname2566,Female,December,22,1998,BS Communications Technology Management,0927 510 3306,Globe
name2567,lastname2567,Female,April,21,2000,BS Management,0917 137 2165,Globe
name2568,lastname2568,Female,May,17,1998,BS Management,0927 999 9548,Globe
name2569,lastname2569,Female,October,21,2000,BS Management,0927 439 8623,Globe
name2570,lastname2570,Male,October,15,2001,BS Management Engineering,0918 936 3308,Smart
name2571,lastname2571,Male,July,8,1999,BS Management Engineering,0927 212 1620,Globe
name2572,lastname2572,Male,October,11,2001,BS Communications Technology Management,0917 570 9954,Globe
name2573,lastname2573,Female,May,23,1998,BS Management Engineering,0927 577 4535,Globe
name2574,lastname2574,Male,January,16,1997,BS Management,0918 758 8124,Smart
name2575,lastname2575,Female,December,25,2000,BS Communications Technology Management,0927 103 2003,Globe
name2576,lastname2576,Female,May,25,1998,BS IT Entrepreneurship,0927 626 4429,Globe
name2577,lastname2577,Female,April,15,1997,BS Communications Technology Management,0927 300 9845,Globe
name2578,lastname2578,Male,December,17,2001,BS Communications Technology Management,0917 791 4807,Globe
name2579,lastname2579,Male,October,8,1999,BS Management Engineering,0927 810 5558,Globe
name2580,lastname2580,Male,August,20,1997,BS Legal Management,0918 887 8537,Smart
name2581,lastname2581,Female,November,7,1999,BS Legal Management,0918 790 2841,Smart
name2582,lastname2582,Male,January,8,1998,BS Legal Management,0917 602 6957,Globe
name2583,lastname2583,Male,April,28,2001,BS Communications Technology Management,0917 386 7741,Globe
name2584,lastname2584,Male,February,11,1999,BS IT Entrepreneurship,0918 400 9775,Smart
name2585,lastname2585,Male,May,8,1999,BS Communications Technology Management,0918 153 7448,Smart
name2586,lastname2586,Female,April,6,1998,BS Management,0927 640 8396,Globe
name2587,lastname2587,Male,April,5,1999,BS IT Entrepreneurship,0927 691 5341,Globe
name2588,lastname2588,Male,April,9,2000,BS Management,0917 676 1899,Globe
name2589,lastname2589,Male,March,13,1999,BS Legal Management,0917 573 5058,Globe
name2590,lastname2590,Male,September,4,2001,BS Communications Technology Management,0927 395 6034,Globe
name2591,lastname2591,Female,January,13,2000,BS Management,0917 530 2742,Globe
name2592,lastname2592,Male,October,25,1999,BS Communications Technology Management,0918 244 8484,Smart
name2593,lastname2593,Male,June,18,1998,BS Management Engineering,0927 141 6274,Globe
name2594,lastname2594,Male,June,12,1999,BS Management,0927 640 2517,Globe
name2595,lastname2595,Male,August,14,1998,BS Communications Technology Management,0917 991 7278,Globe
name2596,lastname2596,Male,December,22,1998,BS Management Engineering,0918 486 2307,Smart
name2597,lastname2597,Male,February,11,1999,BS Communications Technology Management,0917 813 3010,Globe
name2598,lastname2598,Male,April,18,1998,BS Management Engineering,0927 444 5398,Globe
name2599,lastname2599,Male,August,22,1999,BS Communications Technology Management,0918 805 7805,Smart
name2600,lastname2600,Male,October,23,1999,BS Communications Technology Management,0927 612 8812,Globe
name2601,lastname2601,Female,August,3,1999,BS Communications Technology Management,0918 714 2798,Smart
name2602,lastname2602,Female,August,19,1999,BS Management Engineering,0918 707 1691,Smart
name2603,lastname2603,Female,November,23,1997,BS Communications Technology Management,0918 875 3524,Smart
name2604,lastname2604,Male,November,19,1999,BS Management,0918 224 9200,Smart
name2605,lastname2605,Female,September,26,2000,BS IT Entrepreneurship,0918 802 6074,Smart
name2606,lastname2606,Female,February,17,1998,BS Communications Technology Management,0927 964 8172,Globe
name2607,lastname2607,Female,September,5,2001,BS Communications Technology Management,0917 642 8108,Globe
name2608,lastname2608,Female,January,15,1998,BS Communications Technology Management,0927 998 2587,Globe
name2609,lastname2609,Female,April,27,2001,BS Communications Technology Management,0927 229 9368,Globe
name2610,lastname2610,Male,April,17,1998,BS Legal Management,0918 960 5607,Smart
name2611,lastname2611,Female,October,12,2001,BS Management,0917 569 4246,Globe
name2612,lastname2612,Male,June,10,1999,BS IT Entrepreneurship,0918 622 3293,Smart
name2613,lastname2613,Female,July,24,1998,BS Legal Management,0918 877 6689,Smart
name2614,lastname2614,Female,May,25,2001,BS IT Entrepreneurship,0917 199 2805,Globe
name2615,lastname2615,Male,January,17,1999,BS Management,0918 687 4279,Smart
name2616,lastname2616,Female,May,10,1997,BS Management,0917 641 6984,Globe
name2617,lastname2617,Female,May,19,1998,BS IT Entrepreneurship,0917 458 4506,Globe
name2618,lastname2618,Male,August,13,1998,BS IT Entrepreneurship,0927 524 9294,Globe
name2619,lastname2619,Female,July,9,1999,BS Communications Technology Management,0918 385 1052,Smart
name2620,lastname2620,Male,November,9,1998,BS IT Entrepreneurship,0927 739 4781,Globe
name2621,lastname2621,Female,May,24,1998,BS Management Engineering,0918 920 8845,Smart
name2622,lastname2622,Male,June,22,2001,BS Management,0927 231 3748,Globe
name2623,lastname2623,Male,April,21,1998,BS Communications Technology Management,0927 688 5360,Globe
name2624,lastname2624,Female,July,25,2000,BS IT Entrepreneurship,0927 233 3593,Globe
name2625,lastname2625,Male,November,8,1999,BS IT Entrepreneurship,0927 643 7093,Globe
name2626,lastname2626,Female,July,22,1998,BS Communications Technology Management,0927 298 2396,Globe
name2627,lastname2627,Female,January,24,2000,BS IT Entrepreneurship,0927 744 7996,Globe
name2628,lastname2628,Female,January,3,1999,BS Communications Technology Management,0918 197 8797,Smart
name2629,lastname2629,Male,November,20,1997,BS Management Engineering,0918 153 5257,Smart
name2630,lastname2630,Female,January,20,2001,BS Legal Management,0918 592 5507,Smart
name2631,lastname2631,Female,December,17,1999,BS Communications Technology Management,0927 410 3184,Globe
name2632,lastname2632,Male,December,21,1999,BS IT Entrepreneurship,0927 545 6383,Globe
name2633,lastname2633,Male,August,1,1999,BS Legal Management,0927 622 2939,Globe
name2634,lastname2634,Male,December,23,1997,BS Management,0917 695 2648,Globe
name2635,lastname2635,Male,November,11,1999,BS Legal Management,0917 207 4784,Globe
name2636,lastname2636,Male,January,14,1999,BS Management Engineering,0917 156 4149,Globe
name2637,lastname2637,Female,February,18,1999,BS Legal Management,0918 294 8168,Smart
name2638,lastname2638,Male,November,28,2000,BS Management Engineering,0927 823 3247,Globe
name2639,lastname2639,Male,September,9,1999,BS IT Entrepreneurship,0917 354 3063,Globe
name2640,lastname2640,Female,December,13,1997,BS Communications Technology Management,0917 181 7772,Globe
name2641,lastname2641,Female,February,17,1999,BS Legal Management,0918 952 6955,Smart
name2642,lastname2642,Female,May,4,2000,BS Management,0917 371 5232,Globe
name2643,lastname2643,Female,October,9,1999,BS Legal Management,0917 194 2461,Globe
name2644,lastname2644,Male,March,24,2001,BS Management Engineering,0917 257 2784,Globe
name2645,lastname2645,Male,May,19,1998,BS Legal Management,0917 173 6943,Globe
name2646,lastname2646,Male,June,28,1998,BS Legal Management,0917 832 7071,Globe
name2647,lastname2647,Female,April,8,1999,BS Management,0918 408 6691,Smart
name2648,lastname2648,Female,March,13,1999,BS IT Entrepreneurship,0918 542 6186,Smart
name2649,lastname2649,Male,June,11,1997,BS Management Engineering,0927 900 6138,Globe
name2650,lastname2650,Male,June,2,1997,BS Communications Technology Management,0917 835 4386,Globe
name2651,lastname2651,Male,June,15,1998,BS Communications Technology Management,0918 884 5352,Smart
name2652,lastname2652,Male,November,25,1998,BS Legal Management,0927 628 7709,Globe
name2653,lastname2653,Male,June,16,1998,BS Management,0917 281 4502,Globe
name2654,lastname2654,Female,November,2,2001,BS Communications Technology Management,0917 981 3960,Globe
name2655,lastname2655,Female,April,16,1997,BS Communications Technology Management,0918 543 6769,Smart
name2656,lastname2656,Male,April,28,1998,BS IT Entrepreneurship,0917 138 3778,Globe
name2657,lastname2657,Male,May,21,1999,BS Communications Technology Management,0927 392 6719,Globe
name2658,lastname2658,Female,December,16,1997,BS Management Engineering,0918 490 8514,Smart
name2659,lastname2659,Female,September,12,1998,BS Management,0917 594 1999,Globe
name2660,lastname2660,Female,August,8,1998,BS IT Entrepreneurship,0917 548 3351,Globe
name2661,lastname2661,Female,September,12,1999,BS Legal Management,0918 204 9617,Smart
name2662,lastname2662,Male,September,3,1998,BS IT Entrepreneurship,0918 509 9706,Smart
name2663,lastname2663,Female,August,20,1999,BS Management,0917 623 6547,Globe
name2664,lastname2664,Male,August,3,1998,BS Communications Technology Management,0918 424 3370,Smart
name2665,lastname2665,Male,April,12,1998,BS Legal Management,0927 513 2139,Globe
name2666,lastname2666,Female,January,11,1998,BS Management Engineering,0927 295 6588,Globe
name2667,lastname2667,Male,October,10,2000,BS Communications Technology Management,0917 837 3739,Globe
name2668,lastname2668,Male,September,8,1998,BS IT Entrepreneurship,0918 100 8378,Smart
name2669,lastname2669,Male,June,9,2000,BS Management Engineering,0918 438 7545,Smart
name2670,lastname2670,Male,May,1,1999,BS Management Engineering,0917 195 4206,Globe
name2671,lastname2671,Male,January,15,1998,BS Communications Technology Management,0918 555 9070,Smart
name2672,lastname2672,Male,May,6,1998,BS Communications Technology Management,0927 763 1636,Globe
name2673,lastname2673,Male,June,27,1998,BS Communications Technology Management,0917 275 6658,Globe
name2674,lastname2674,Male,March,8,2001,BS Management,0917 731 3274,Globe
name2675,lastname2675,Female,September,23,1999,BS Management,0917 170 3005,Globe
name2676,lastname2676,Male,August,25,1999,BS Management,0927 813 4925,Globe
name2677,lastname2677,Male,July,18,1999,BS Legal Management,0917 130 5809,Globe
name2678,lastname2678,Female,July,27,2000,BS Management,0927 163 4869,Globe
name2679,lastname2679,Female,May,23,1997,BS Management,0918 848 1893,Smart
name2680,lastname2680,Male,December,14,1999,BS Management Engineering,0927 115 7726,Globe
name2681,lastname2681,Female,September,12,1999,BS Management Engineering,0917 572 8068,Globe
name2682,lastname2682,Male,November,8,2000,BS IT Entrepreneurship,0927 384 1647,Globe
name2683,lastname2683,Male,September,9,2000,BS Management Engineering,0918 536 3717,Smart
name2684,lastname2684,Male,December,15,1998,BS Communications Technology Management,0927 540 8705,Globe
name2685,lastname2685,Female,June,11,1997,BS Legal Management,0917 439 6195,Globe
name2686,lastname2686,Female,December,18,1998,BS Management Engineering,0927 670 5740,Globe
name2687,lastname2687,Male,March,20,1999,BS IT Entrepreneurship,0918 245 5369,Smart
name2688,lastname2688,Male,July,7,1997,BS Management,0918 704 3039,Smart
name2689,lastname2689,Female,March,21,1999,BS Communications Technology Management,0927 346 1462,Globe
name2690,lastname2690,Male,August,16,1999,BS Management Engineering,0917 919 8868,Globe
name2691,lastname2691,Male,March,16,2000,BS Management Engineering,0927 790 3075,Globe
name2692,lastname2692,Male,July,11,1998,BS Management,0927 105 7640,Globe
name2693,lastname2693,Male,August,6,1999,BS Legal Management,0927 495 2855,Globe
name2694,lastname2694,Female,November,18,1999,BS IT Entrepreneurship,0918 777 2993,Smart
name2695,lastname2695,Male,September,6,2000,BS Legal Management,0918 592 7760,Smart
name2696,lastname2696,Male,May,11,1997,BS IT Entrepreneurship,0927 526 9917,Globe
name2697,lastname2697,Female,January,1,2001,BS Communications Technology Management,0917 168 6101,Globe
name2698,lastname2698,Male,October,3,1999,BS IT Entrepreneurship,0917 902 2249,Globe
name2699,lastname2699,Female,March,17,1997,BS IT Entrepreneurship,0918 546 6362,Smart
name2700,lastname2700,Female,January,16,1997,BS Communications Technology Management,0927 899 4910,Globe
name2701,lastname2701,Male,May,26,1998,BS Management Engineering,0918 631 1730,Smart
name2702,lastname2702,Male,April,24,1997,BS Legal Management,0927 126 8003,Globe
name2703,lastname2703,Male,June,27,2001,BS Communications Technology Management,0927 189 1936,Globe
name2704,lastname2704,Female,January,20,1999,BS Communications Technology Management,0927 794 7557,Globe
name2705,lastname2705,Female,June,17,1997,BS Communications Technology Management,0927 506 8327,Globe
name2706,lastname2706,Female,November,24,1999,BS Legal Management,0927 980 9974,Globe
name2707,lastname2707,Male,February,2,2001,BS IT Entrepreneurship,0917 514 7049,Globe
name2708,lastname2708,Female,April,1,1997,BS Management Engineering,0917 797 6642,Globe
name2709,lastname2709,Female,August,23,2000,BS Legal Management,0918 517 6058,Smart
name2710,lastname2710,Female,May,11,2001,BS IT Entrepreneurship,0918 436 2312,Smart
name2711,lastname2711,Female,April,17,2000,BS Management Engineering,0917 373 7451,Globe
name2712,lastname2712,Female,July,23,1999,BS Management Engineering,0917 247 9027,Globe
name2713,lastname2713,Female,March,11,1998,BS Legal Management,0917 132 1074,Globe
name2714,lastname2714,Female,November,16,1999,BS Communications Technology Management,0917 506 7963,Globe
name2715,lastname2715,Female,July,12,1998,BS IT Entrepreneurship,0927 711 2332,Globe
name2716,lastname2716,Male,January,21,2001,BS Communications Technology Management,0918 693 6829,Smart
name2717,lastname2717,Male,April,7,1997,BS Legal Management,0927 232 7777,Globe
name2718,lastname2718,Male,January,14,1999,BS Communications Technology Management,0917 811 6162,Globe
name2719,lastname2719,Female,January,13,1998,BS Communications Technology Management,0927 430 3410,Globe
name2720,lastname2720,Male,January,14,2000,BS IT Entrepreneurship,0917 768 8378,Globe
