firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name2706,lastname2706,November,24,1999,BS Legal Management,0927 980 9974
name2707,lastname2707,February,2,2001,BS IT Entrepreneurship,0917 514 7049
name2708,lastname2708,April,1,1997,BS Management Engineering,0917 797 6642
name2709,lastname2709,August,23,2000,BS Legal Management,0918 517 6058
name2710,lastname2710,May,11,2001,BS IT Entrepreneurship,0918 436 2312
name2711,lastname2711,April,17,2000,BS Management Engineering,0917 373 7451
name2712,lastname2712,July,23,1999,BS Management Engineering,0917 247 9027
name2713,lastname2713,March,11,1998,BS Legal Management,0917 132 1074
name2714,lastname2714,November,16,1999,BS Communications Technology Management,0917 506 7963
name2715,lastname2715,July,12,1998,BS IT Entrepreneurship,0927 711 2332
name2716,lastname2716,January,21,2001,BS Communications Technology Management,0918 693 6829
name2717,lastname2717,April,7,1997,BS Legal Management,0927 232 7777
name2718,lastname2718,January,14,1999,BS Communications Technology Management,0917 811 6162
name2719,lastname2719,January,13,1998,BS Communications Technology Management,0927 430 3410
name2720,lastname2720,January,14,2000,BS IT Entrepreneurship,0917 768 8378
name2721,lastname2721,November,22,2001,BS Management,0927 426 6313
name2722,lastname2722,September,14,1997,BS Management,0918 322 4902
name2723,lastname2723,December,17,1998,BS IT Entrepreneurship,0918 317 1556
name2724,lastname2724,January,20,1997,BS Management Engineering,0918 775 9777
name2725,lastname2725,August,10,1997,BS Legal Management,0917 956 9599
name2726,lastname2726,June,2,1997,BS Management,0927 443 8591
name2727,lastname2727,May,25,1998,BS Legal Management,0918 873 6429
name2728,lastname2728,January,2,1997,BS Communications Technology Management,0918 982 7938
name2729,lastname2729,March,5,1998,BS Communications Technology Management,0918 922 2173
name2730,lastname2730,May,13,1997,BS Legal Management,0927 116 2793
name2731,lastname2731,October,25,1997,BS Communications Technology Management,0917 718 8274
name2732,lastname2732,July,20,1997,BS Legal Management,0918 164 7973
name2733,lastname2733,December,26,1999,BS Management,0927 465 4361
name2734,lastname2734,July,14,2000,BS IT Entrepreneurship,0918 702 5168
name2735,lastname2735,June,4,1997,BS IT Entrepreneurship,0918 828 8427
name2736,lastname2736,August,23,2001,BS Management Engineering,0927 971 7453
name2737,lastname2737,August,1,1999,BS IT Entrepreneurship,0927 502 9852
name2738,lastname2738,August,15,1999,BS Management,0927 986 3332
name2739,lastname2739,October,7,1998,BS Legal Management,0917 508 7141
name2740,lastname2740,February,20,1997,BS IT Entrepreneurship,0918 495 9723
name2741,lastname2741,December,16,1997,BS Management Engineering,0918 584 4013
name2742,lastname2742,November,24,1998,BS IT Entrepreneurship,0917 445 1743
name2743,lastname2743,November,2,1997,BS Communications Technology Management,0927 425 7150
name2744,lastname2744,December,27,1999,BS Management,0927 660 3770
name2745,lastname2745,August,18,1999,BS Management Engineering,0918 311 7239
name2746,lastname2746,August,14,2000,BS Management,0917 864 9783
name2747,lastname2747,July,12,1997,BS Management,0917 547 1040
name2748,lastname2748,November,27,1997,BS Communications Technology Management,0918 925 6259
name2749,lastname2749,May,11,1997,BS Management,0927 393 6987
name2750,lastname2750,May,22,1999,BS Management,0917 745 9229
name2751,lastname2751,June,26,1997,BS Communications Technology Management,0918 635 6588
name2752,lastname2752,March,21,1997,BS Communications Technology Management,0918 612 6400
name2753,lastname2753,May,26,2001,BS Management Engineering,0918 228 7551
name2754,lastname2754,January,2,1997,BS IT Entrepreneurship,0917 724 2365
name2755,lastname2755,September,28,1999,BS Legal Management,0918 550 6867
name2756,lastname2756,October,5,2001,BS IT Entrepreneurship,0917 203 5605
name2757,lastname2757,February,22,1999,BS IT Entrepreneurship,0917 789 2740
name2758,lastname2758,April,9,1998,BS Communications Technology Management,0917 243 2739
name2759,lastname2759,January,3,1997,BS Communications Technology Management,0918 866 1533
name2760,lastname2760,May,2,2000,BS IT Entrepreneurship,0927 319 4713
name2761,lastname2761,January,11,1999,BS Legal Management,0927 492 2596
name2762,lastname2762,February,8,2001,BS Management Engineering,0918 869 7217
name2763,lastname2763,December,21,1999,BS Management Engineering,0927 940 3422
name2764,lastname2764,January,5,1997,BS Management,0918 316 5526
name2765,lastname2765,September,5,1999,BS Legal Management,0927 828 7422
name2766,lastname2766,May,2,1998,BS Legal Management,0917 995 9584
name2767,lastname2767,November,6,1998,BS Management,0927 280 2313
name2768,lastname2768,December,26,1997,BS Management Engineering,0927 969 5303
name2769,lastname2769,June,28,2001,BS Management,0917 188 9608
name2770,lastname2770,October,4,2000,BS Management Engineering,0918 477 7221
name2771,lastname2771,July,14,2001,BS Communications Technology Management,0917 983 1041
name2772,lastname2772,July,19,1997,BS Communications Technology Management,0927 296 1922
name2773,lastname2773,September,9,1999,BS Legal Management,0927 813 8305
name2774,lastname2774,June,25,1997,BS Management Engineering,0917 917 3265
name2775,lastname2775,January,3,2001,BS Management Engineering,0917 268 7940
name2776,lastname2776,March,9,2001,BS Management Engineering,0918 511 4076
name2777,lastname2777,September,15,1999,BS Management,0927 868 6320
name2778,lastname2778,July,20,1997,BS Legal Management,0918 605 6955
name2779,lastname2779,March,22,1997,BS Communications Technology Management,0927 581 1353
name2780,lastname2780,September,21,1999,BS Management,0918 298 5914
name2781,lastname2781,January,2,1997,BS Management,0927 717 2345
name2782,lastname2782,July,8,2000,BS Management Engineering,0927 867 3896
name2783,lastname2783,September,1,1997,BS Management Engineering,0918 239 5923
name2784,lastname2784,February,7,1999,BS Management Engineering,0918 852 4862
name2785,lastname2785,July,18,1999,BS Legal Management,0918 918 3415
name2786,lastname2786,March,15,1999,BS IT Entrepreneurship,0927 996 3240
name2787,lastname2787,April,13,1999,BS IT Entrepreneurship,0917 996 1035
name2788,lastname2788,July,9,1998,BS Management Engineering,0917 886 4199
name2789,lastname2789,April,1,2000,BS Communications Technology Management,0927 119 7616
name2790,lastname2790,December,7,1997,BS Management Engineering,0927 336 6772
name2791,lastname2791,February,10,1999,BS Management,0917 861 4046
name2792,lastname2792,December,1,2000,BS IT Entrepreneurship,0927 661 8965
name2793,lastname2793,January,23,1998,BS Management,0918 996 2726
name2794,lastname2794,September,21,1997,BS Legal Management,0918 886 1969
name2795,lastname2795,November,25,2001,BS Management Engineering,0927 502 4847
name2796,lastname2796,November,8,1999,BS Management Engineering,0918 209 3758
name2797,lastname2797,November,23,1997,BS Management,0918 538 2389
name2798,lastname2798,March,7,1997,BS IT Entrepreneurship,0917 575 4679
name2799,lastname2799,August,4,1998,BS Management Engineering,0927 746 1513
name2800,lastname2800,February,11,1999,BS IT Entrepreneurship,0917 448 8596
name2801,lastname2801,February,3,1997,BS Management Engineering,0918 970 5996
name2802,lastname2802,March,10,1998,BS Legal Management,0917 891 6476
name2803,lastname2803,May,8,2001,BS Communications Technology Management,0917 570 1274
name2804,lastname2804,December,8,1997,BS Management,0927 187 2504
name2805,lastname2805,May,1,1998,BS Communications Technology Management,0917 400 3946
name2806,lastname2806,December,23,1997,BS Communications Technology Management,0917 563 3847
name2807,lastname2807,February,10,2001,BS Management Engineering,0927 383 3462
name2808,lastname2808,August,12,2001,BS Legal Management,0918 446 8356
name2809,lastname2809,January,21,1999,BS Communications Technology Management,0918 686 1049
name2810,lastname2810,February,19,2000,BS Management Engineering,0917 871 5040
name2811,lastname2811,January,5,1999,BS Legal Management,0927 576 6610
name2812,lastname2812,April,10,2000,BS Management,0918 574 3461
name2813,lastname2813,November,23,1999,BS Legal Management,0917 577 3447
name2814,lastname2814,November,1,1998,BS IT Entrepreneurship,0918 576 4164
name2815,lastname2815,March,8,1997,BS Management,0927 180 4102
name2816,lastname2816,October,11,2001,BS Legal Management,0917 100 4536
name2817,lastname2817,October,1,2001,BS Management,0918 745 1327
name2818,lastname2818,November,3,1997,BS Communications Technology Management,0918 743 7191
name2819,lastname2819,June,11,1998,BS Management Engineering,0927 689 8629
name2820,lastname2820,July,11,2001,BS Management Engineering,0927 410 9791
name2821,lastname2821,July,10,1997,BS Legal Management,0927 852 8062
name2822,lastname2822,May,15,1999,BS IT Entrepreneurship,0917 533 5212
name2823,lastname2823,November,5,1999,BS Management,0927 168 7146
name2824,lastname2824,July,21,1998,BS Legal Management,0927 232 5900
name2825,lastname2825,January,5,1999,BS Legal Management,0917 748 4490
name2826,lastname2826,February,26,1997,BS Communications Technology Management,0918 330 6231
name2827,lastname2827,November,20,1999,BS Communications Technology Management,0918 208 9805
name2828,lastname2828,June,19,1998,BS Communications Technology Management,0917 244 7947
name2829,lastname2829,March,28,1999,BS Legal Management,0918 190 7406
name2830,lastname2830,August,9,2000,BS IT Entrepreneurship,0918 701 1694
name2831,lastname2831,June,20,1999,BS Management,0917 955 3093
name2832,lastname2832,December,4,1998,BS IT Entrepreneurship,0917 345 2096
name2833,lastname2833,August,26,2001,BS Legal Management,0927 860 3678
name2834,lastname2834,August,23,1997,BS IT Entrepreneurship,0917 105 5440
name2835,lastname2835,June,22,1997,BS IT Entrepreneurship,0917 941 8367
name2836,lastname2836,September,15,2000,BS Legal Management,0918 975 4150
name2837,lastname2837,September,4,1997,BS Communications Technology Management,0918 491 1922
name2838,lastname2838,September,24,1997,BS Management,0918 570 8967
name2839,lastname2839,November,20,1997,BS Communications Technology Management,0927 493 9044
name2840,lastname2840,June,15,1997,BS Communications Technology Management,0927 475 8594
name2841,lastname2841,April,18,1999,BS IT Entrepreneurship,0927 989 4671
name2842,lastname2842,May,13,2001,BS Management Engineering,0917 671 6868
name2843,lastname2843,June,4,2001,BS Management,0917 123 8174
name2844,lastname2844,November,24,2001,BS Management Engineering,0918 804 6501
name2845,lastname2845,February,4,1998,BS Communications Technology Management,0918 491 8223
name2846,lastname2846,April,10,1999,BS Management Engineering,0917 728 2546
name2847,lastname2847,December,12,1999,BS Legal Management,0918 232 5516
name2848,lastname2848,April,26,1997,BS Management,0927 102 3450
name2849,lastname2849,March,7,1998,BS Communications Technology Management,0927 608 2859
name2850,lastname2850,July,8,1999,BS Legal Management,0918 650 4008
name2851,lastname2851,September,16,1997,BS Legal Management,0927 619 5428
name2852,lastname2852,October,16,1998,BS Communications Technology Management,0918 322 2888
name2853,lastname2853,March,9,1997,BS Management Engineering,0917 449 9502
name2854,lastname2854,October,2,1997,BS Management,0917 944 4113
name2855,lastname2855,March,25,1999,BS Legal Management,0917 586 5535
name2856,lastname2856,August,28,1998,BS Communications Technology Management,0918 980 8394
name2857,lastname2857,July,20,1998,BS Legal Management,0917 648 1354
name2858,lastname2858,September,10,2001,BS Legal Management,0918 718 6092
name2859,lastname2859,February,10,1998,BS Communications Technology Management,0918 761 7692
name2860,lastname2860,April,13,1997,BS Management Engineering,0918 819 6085
name2861,lastname2861,October,25,2001,BS Management Engineering,0927 826 6476
name2862,lastname2862,August,18,2001,BS Management,0927 925 3212
name2863,lastname2863,June,21,1997,BS Management,0918 565 6170
name2864,lastname2864,March,15,2000,BS Legal Management,0927 717 9379
name2865,lastname2865,July,4,2001,BS Legal Management,0917 595 8698
name2866,lastname2866,July,6,1998,BS Management,0917 389 2240
name2867,lastname2867,November,24,2000,BS Management,0927 307 4144
name2868,lastname2868,July,1,1997,BS IT Entrepreneurship,0927 779 8291
name2869,lastname2869,November,21,2000,BS Management,0918 535 9790
name2870,lastname2870,December,11,2000,BS Management Engineering,0927 234 6195
name2871,lastname2871,August,25,1997,BS Management Engineering,0927 723 4275
name2872,lastname2872,September,27,2001,BS IT Entrepreneurship,0927 137 9543
name2873,lastname2873,March,10,1998,BS Management,0917 113 4614
name2874,lastname2874,January,5,1997,BS Communications Technology Management,0927 739 3278
name2875,lastname2875,August,10,1998,BS IT Entrepreneurship,0917 820 1797
name2876,lastname2876,February,11,1999,BS Legal Management,0917 369 3835
name2877,lastname2877,July,1,1997,BS Communications Technology Management,0927 610 6781
name2878,lastname2878,March,28,1997,BS Management Engineering,0917 793 2792
name2879,lastname2879,April,24,1998,BS Management Engineering,0927 396 7121
name2880,lastname2880,February,17,1999,BS Management Engineering,0917 257 2375
name2881,lastname2881,March,9,1998,BS Communications Technology Management,0917 766 9207
name2882,lastname2882,May,21,1998,BS Management,0918 550 4672
name2883,lastname2883,August,6,1997,BS Communications Technology Management,0927 584 3862
